parcel,estimate,se,df,statistic,p.value,term,p.fdr,hemi,num.roi
LH_SomMot_20,0.0147253101851857,0.0455287589162626,377.000059960725,0.323428763175135,0.746549879287258,hiloRN,0.903741760194831,L,51
LH_SomMot_21,-0.0210164120370384,0.0387104534911785,377.000000213273,-0.542913093018342,0.587510463669207,hiloRN,0.872257947794747,L,52
LH_SomMot_22,0.0587844907407407,0.0578116697673498,377.000000199976,1.01682741524861,0.309887639818419,hiloRN,0.716503213452991,L,53
LH_SomMot_23,-0.0148857083333334,0.0322701794238788,377.00000018787,-0.461283717633081,0.644861083754299,hiloRN,0.872257947794747,L,54
LH_SomMot_24,0.00121639351851846,0.0370832138348157,377.000001402729,0.0328017286726224,0.973850058655985,hiloRN,0.984639742135519,L,55
LH_SomMot_25,0.0339809953703706,0.0359050272824879,377.000000199847,0.946413300372125,0.344544020295488,hiloRN,0.757306641804551,L,56
LH_SomMot_26,0.0313966296296302,0.0428085446121266,377.000001482097,0.73341969258951,0.463758308065205,hiloRN,0.814425510487068,L,57
LH_SomMot_27,-0.0464435138888888,0.0300347038624563,377.000000214212,-1.54632834409078,0.122864284325334,hiloRN,0.446779215728488,L,58
LH_SomMot_28,0.0547267037037035,0.0441319347145426,377.000000196033,1.24007034945762,0.215720643081703,hiloRN,0.629841293669207,L,59
LH_SomMot_29,-0.0154884583333334,0.0337447222379703,377.00004114934,-0.458989059803418,0.646506536068447,hiloRN,0.872257947794747,L,60
